Id,Cultivo,Longitud,Latitud,Elevacion,Dataset,Campania,GlobalId
298,M,-62.06750214610713,-34.33718342477516,110.43997649999994,BCR,19/20,1280
299,S,-62.06100014574008,-34.333809995834606,108.9899764999999,BCR,19/20,1281
300,S,-62.055471711849975,-34.333535428317305,107.06997650000004,BCR,19/20,1282
302,S,-62.05774771878214,-34.321976995142165,110.67997649999997,BCR,19/20,1284
303,M,-62.05110171087522,-34.31821299873087,114.27997650000007,BCR,19/20,1285
305,M,-62.04156771008172,-34.309881137904135,113.31997650000004,BCR,19/20,1287
307,s,-62.04108528765585,-34.306413713621964,112.11997649999999,BCR,19/20,1289
309,S,-62.034683849480025,-34.29353971618491,121.7299764999999,BCR,19/20,1291
310,M,-62.04050271762629,-34.285798854733336,120.7699765000001,BCR,19/20,1292
311,s,-62.03105470730885,-34.27715914068176,115.4799764999999,BCR,19/20,1293
312,M,-62.036809002333534,-34.274776282599305,114.99997649999986,BCR,19/20,1294
313,N,-62.03081142450759,-34.26976271327857,113.31997650000004,BCR,19/20,1295
317,M,-62.030198147126725,-34.237564857132384,108.2699765000001,BCR,19/20,1299
319,M,-62.02945057668274,-34.225328713749086,105.62997649999998,BCR,19/20,1301
320,M,-62.027716860944345,-34.21800385529366,104.66997649999996,BCR,19/20,1302
323,S,-62.0271781490523,-34.20000128503125,105.1499765,BCR,19/20,1305
324,S,-62.020131567817536,-34.196428855007575,108.02997650000007,BCR,19/20,1306
325,S,-62.014969561795795,-34.18684085352254,110.43997649999994,BCR,19/20,1307
326,M,-62.015353278231146,-34.17974285534848,112.35997650000002,BCR,19/20,1308
330,M,-62.01329428760124,-34.14147556824281,103.46997649999993,BCR,19/20,1312
332,S,-62.005833138688395,-34.129058856281176,101.05997650000006,BCR,19/20,1314
333,N,-62.01168986289679,-34.12641914192983,100.81997650000004,BCR,19/20,1315
335,S,-62.0029311388609,-34.10588900097656,101.29997650000007,BCR,19/20,1317
337,P,-61.99683643245533,-34.09858157048302,107.54997650000007,BCR,19/20,1319
339,s,-61.98920500140964,-34.08969999455905,100.57997650000004,BCR,19/20,1321
340,S,-61.98697343177844,-34.08614513728821,99.3799765,BCR,19/20,1322
341,M,-61.97740428008342,-34.08737500155502,99.6199765,BCR,19/20,1323
342,s,-61.98354043354414,-34.084071426555056,98.89997650000001,BCR,19/20,1324
343,M,-61.974453566678726,-34.08478343151012,97.45997649999993,BCR,19/20,1325
344,s,-61.97430642949809,-34.0765498539925,99.6199765,BCR,19/20,1326
345,N,-61.96635642980532,-34.06859185393085,97.69997649999992,BCR,19/20,1327
347,S,-61.952837144518575,-34.05437285382408,98.41997649999996,BCR,19/20,1329
349,s,-61.94447471573551,-34.04529670867612,99.6199765,BCR,19/20,1331
351,S,-61.93539457040305,-34.038201709741095,99.1399765,BCR,19/20,1333
352,M,-61.92764642174496,-34.03768600070833,100.57997650000004,BCR,19/20,1334
358,s,-61.92167773823701,-34.00403562164655,107.06997650000004,BCR,19/20,1340
359,s,-61.912590118639,-33.99922200669022,101.77997650000007,BCR,19/20,1341
361,s,-61.89198449758646,-33.993247237469966,105.1499765,BCR,19/20,1343
362,S,-61.89630944612401,-33.989160701005524,104.66997649999996,BCR,19/20,1344
363,S,-61.894209331295535,-33.98690684977123,106.10997650000002,BCR,19/20,1345
366,M,-61.88829305488054,-33.97418741611631,104.90997649999996,BCR,19/20,1348
367,s,-61.878178717074086,-33.969925823917606,107.30997650000006,BCR,19/20,1349
368,s,-61.877028910455806,-33.95523631920071,104.42997649999997,BCR,19/20,1350
369,N,-61.87061717144525,-33.94680269828586,100.33997650000003,BCR,19/20,1351
372,S,-61.84774858003289,-33.92951982218199,99.85997650000002,BCR,19/20,1354
373,S,-61.85027638814478,-33.922335775975235,99.85997650000002,BCR,19/20,1355
374,S,-61.847435568296824,-33.917992000130646,96.25997649999987,BCR,19/20,1356
377,S,-61.83212909268343,-33.909003191743864,93.60997650000002,BCR,19/20,1359
378,M,-61.83300767276586,-33.8986121685167,97.21997649999993,BCR,19/20,1360
379,s,-61.82974677329491,-33.89435496411028,99.85997650000002,BCR,19/20,1361
383,M,-61.81739809054938,-33.88065619123017,96.7399764999999,BCR,19/20,1365
385,s,-61.803381430708434,-33.87239613677224,93.84997650000004,BCR,19/20,1367
390,M,-61.77715332556551,-33.82941161685261,101.05997650000006,BCR,19/20,1372
391,N,-61.76223997239675,-33.831773968593716,99.3799765,BCR,19/20,1373
392,S,-61.767217216301454,-33.827115860808306,104.90997649999996,BCR,19/20,1374
393,S,-61.75617046769287,-33.823002341984484,101.77997650000007,BCR,19/20,1375
394,T,-61.75366623980506,-33.8124743070436,103.46997649999993,BCR,19/20,1376
395,M,-61.75081902577739,-33.807832385256354,103.70997649999993,BCR,19/20,1377
397,s,-61.73628113956289,-33.798628648793056,104.66997649999996,BCR,19/20,1379
399,s,-61.73105365390296,-33.7868127424141,103.46997649999993,BCR,19/20,1381
400,s,-61.722005914741146,-33.78954061190967,102.9899764999999,BCR,19/20,1382
401,S,-61.725262197092654,-33.784325220332626,103.2299764999999,BCR,19/20,1383
402,S,-61.71799001462745,-33.78662597750679,103.46997649999993,BCR,19/20,1384
403,S,-61.71845145586997,-33.77892973771719,102.50997649999987,BCR,19/20,1385
404,M,-61.714686120368135,-33.77503530003901,101.29997650000007,BCR,19/20,1386
405,M,-61.70566739243617,-33.77426871702761,100.33997650000003,BCR,19/20,1387
407,S,-61.697011963631155,-33.77749714737541,100.33997650000003,BCR,19/20,1389
408,S,-61.693909609241025,-33.77514828456566,100.81997650000004,BCR,19/20,1390
409,s,-61.699323454213975,-33.769624227675926,100.57997650000004,BCR,19/20,1391
411,S,-61.6859725489939,-33.77038028142482,100.81997650000004,BCR,19/20,1393
412,M,-61.682285352886716,-33.76771913892708,101.29997650000007,BCR,19/20,1394
413,M,-61.68289863926077,-33.76113190261515,101.05997650000006,BCR,19/20,1395
415,S,-61.67560414641417,-33.756411822547534,101.53997650000008,BCR,19/20,1397
416,M,-61.67279021719474,-33.75379450940903,101.29997650000007,BCR,19/20,1398
417,S,-61.668424532965794,-33.759251795234086,101.29997650000007,BCR,19/20,1399
419,s,-61.667728422628564,-33.75184447254435,100.33997650000003,BCR,19/20,1401
420,S,-61.65822415072393,-33.75528511681466,97.69997649999992,BCR,19/20,1402
421,s,-61.662287054803706,-33.75032263168407,97.45997649999993,BCR,19/20,1403
422,S,-61.657694515689286,-33.74728330987682,95.77997650000007,BCR,19/20,1404
423,M,-61.64904700631428,-33.74966080350322,95.05997650000006,BCR,19/20,1405
424,S,-61.652071133176214,-33.74296006105794,94.56997650000004,BCR,19/20,1406
426,M,-61.644490970681716,-33.739191969134026,95.77997650000007,BCR,19/20,1408
427,S,-61.636620627539905,-33.74186014163217,95.53997650000008,BCR,19/20,1409
428,N,-61.63713401362378,-33.735038839670665,93.60997650000002,BCR,19/20,1410
429,S,-61.629655174146926,-33.733015561119196,91.92997649999997,BCR,19/20,1411
430,s,-61.62830826491444,-33.72506596702073,94.56997650000004,BCR,19/20,1412
432,s,-61.6240217749849,-33.71783182587802,95.77997650000007,BCR,19/20,1414
434,M,-61.617362459809605,-33.71563359951097,96.9799764999999,BCR,19/20,1416
435,s,-61.61797338006739,-33.711107601234744,97.21997649999993,BCR,19/20,1417
436,U,-61.61740956360046,-33.7025802754593,96.0199765000001,BCR,19/20,1418
437,S,-61.6051783098311,-33.70868326821824,95.29997650000007,BCR,19/20,1419
439,s,-61.5974784493709,-33.70386034797661,96.25997649999987,BCR,19/20,1421
441,S,-61.588987030826786,-33.70081410948353,97.21997649999993,BCR,19/20,1423
442,s,-61.589469354327214,-33.694796294213575,96.9799764999999,BCR,19/20,1424
445,M,-61.58379700282938,-33.69195715609783,98.89997650000001,BCR,19/20,1427
447,S,-61.578382404224556,-33.68993704585796,100.57997650000004,BCR,19/20,1429
448,S,-61.571850804471005,-33.690221426777384,100.81997650000004,BCR,19/20,1430
451,s,-61.55603017565203,-33.68681299172613,102.2699765000001,BCR,19/20,1433
455,N,-61.51325989762614,-33.676912331039205,96.7399764999999,BCR,19/20,1437
457,N,-61.50449571916826,-33.67086061590075,86.15997649999996,BCR,19/20,1439
458,N,-61.490771974846716,-33.66480355504001,83.5199765000001,BCR,19/20,1440
459,U,-61.45816797317338,-33.66060469505061,83.75997649999988,BCR,19/20,1441
460,U,-62.03873848968954,-34.3233366171911,-2.35e-05,BCR,19/20,1442
462,U,-61.90679494403139,-34.01075680748062,-2.35e-05,BCR,19/20,1444
464,U,-61.53102796606772,-34.18845644960544,-2.35e-05,BCR,19/20,1446
465,U,-61.3364630732122,-33.80131091906361,-2.35e-05,BCR,19/20,1447
466,U,-61.21017986410942,-33.791834032414606,-2.35e-05,BCR,19/20,1448
467,U,-61.60778623224877,-33.59913933731053,-2.35e-05,BCR,19/20,1449
469,A,-62.245215295149706,-34.322219084543065,-2.35e-05,BCR,19/20,1451
470,A,-61.48081739440722,-33.94774786866918,-2.35e-05,BCR,19/20,1452
471,A,-61.47067889181738,-33.70638984681392,-2.35e-05,BCR,19/20,1453
473,A,-61.780876345267075,-33.52741919014346,-2.35e-05,BCR,19/20,1455
